"cate_id_x","cate_id_y","edge_weight"
"1513254","1567103","0.5417079037894305"
"1513254","1453259375","0.058148721399468924"
"1513254","1454236711","11.890564621992933"
"1513254","1454236712","6.825228673872509"
"1513254","1454237670","12.954555361007579"
"1513254","1454237674","5.624960838516919"
"1513254","1454242476","2.1716915308841562"
"1513254","1454242477","1.7962423656999504"
"1513254","1505961603","0.786664196655444"
"1513254","1049819198","0.3908607898301958"
"1513254","1049818174","0.6947733576598304"
"1513254","1049818086","0.013241932539894119"
"1513254","1049817157","9.317742749628428"
"1513254","1049817089","20.33376577988853"
"1513254","1049815296","0.4494278823532617"
"1513254","1049731716","0.014404615081053082"
"1513254","1049728954","0.8020514973988991"
"1513254","1049725921","0.052583412499528116"
"1513254","1049695134","0.026586025470434003"
"1513254","1049674118","0.010332793796743244"
"1513254","1049674115","0.05803196666730233"
"1513254","1049674031","0.019770467980209296"
"1513254","1049636577","0.38641924522735843"
"1513254","1049636450","0.01763482933766208"
"1513254","1049635464","0.010712246676284662"
"1513254","1049614601","2.008901380780381"
"1513254","1049614410","1.2730400869589245"
"1513254","1049584652","0.012619240635005637"
"1513254","1049576876","0.23490079155816584"
"1513254","1049576875","0.05384825543133284"
"1513254","1049576874","0.09932422361021978"
"1513254","1049576872","0.19453770769207418"
"1513254","1049576838","3.139505559276572"
"1513254","1049576837","7.123400800703953"
"1513254","1049576164","2.777517241755073"
"1513254","1049576163","1.1974413978810572"
"1513254","1049576159","2.2259678870001"
"1513254","1049554920","0.02145368203561097"
"1513254","1049554055","0.017124027384433246"
"1513254","1048898496","0.42512830372109006"
"1513254","1048898495","0.3785723542696622"
"1513254","1048898466","0.20847043906395396"
"1513254","1048895745","0.07544788088215205"
"1513254","1048894781","0.011018727848221962"
"1513254","1048894776","0.07105984886489103"
"1513254","1048894749","0.03338698861913789"
"1513254","1048894721","0.10101716722663534"
"1513254","1048894713","0.3165707267086958"
"1513254","1048894691","0.6156768913974724"
"1513254","1048894683","0.12156600008795523"
"1513254","1048892636","0.017926716168078557"
"1513254","1048892608","0.02698980225251013"
"1513254","1048891925","0.028463830746113333"
"1513254","1048891896","0.07982131855789225"
"1513254","1048891894","0.01744510289789137"
"1513254","1048891777","31.07294388105962"
"1513254","1048868677","0.22909710841338493"
"1513254","1048868675","0.3157680379250505"
"1513254","1048867683","9.869185079212247"
"1513254","1048863039","0.039949577523001656"
"1513254","1048860956","0.016812681431989007"
"1513254","1048860955","0.014492181130178024"
"1513254","1048860954","0.028322752111412035"
"1513254","1048860932","0.03990579449843919"
"1513254","1048860898","0.038290687370134684"
"1513254","1048840007","0.681886554096943"
"1513254","1048839969","0.23435107136088149"
"1513254","1048839968","0.3733524447857142"
"1513254","1048839942","0.05648983124660195"
"1513254","1048839939","0.014307319470914256"
"1513254","1048839911","0.03481723408817862"
"1513254","1048837030","0.012371136829151632"
"1513254","1048835969","0.010211174284069712"
"1513254","1048834946","0.011519800240436912"
"1513254","1048834048","0.01259005195196399"
"1513254","1048833249","0.011962495266568566"
"1513254","1048833092","0.7065266673646005"
"1513254","1048833087","0.11752823226719399"
"1513254","1048833086","0.18552813419321895"
"1513254","1048809003","8.941700081222375"
"1513254","1048809001","2.8702837412419355"
"1513254","1048804442","0.35964349331715373"
"1513254","1048802368","0.3122994494236013"
"1513254","1048802336","0.03883067800640516"
"1513254","1048802334","0.47131939463449735"
"1513254","1048801411","0.01899210309909869"
"1513254","1048778432","0.08874819078812947"
"1513254","1048771678","0.12235409453007971"
"1513254","1048748524","0.010707381895777721"
"1513254","1048747587","0.010619815846652779"
"1513254","1048741760","0.024625518926136677"
"1513254","1047968313","0.02553036810042775"
"1513254","1047880803","0.010756029700847134"
"1513254","1047879841","0.026148195224809292"
"1513254","1047849211","0.014579747179302967"
"1513254","1047819294","0.018739134512737746"
"1513254","1047791431","0.2640894745998134"
"1513254","625613468","0.06679830114081049"
"1513254","627639319","0.030054613971883127"
"1513254","648761071","3.257700266473217"
"1513254","649744179","0.01610242347797558"
"1513254","649803759","0.0144775867886572"
"1513254","652455158","0.018705081049189158"
"1513254","652633931","0.019220747782924933"
"1513254","653319095","0.010726841017805485"
"1513254","653378834","0.4034751656846945"
"1513254","653497841","0.01105278131177055"
"1513254","655166172","0.015698646695899456"
"1513254","1593642220","0.048735371118537575"
"1513254","1599242927","0.011227913410020437"
"1513254","1599928122","0.11332506190919674"
"1513254","1600911224","0.039793904546779536"
"1513254","1928338001","26.063119943303903"
"1513254","1039165997","0.11195805858674623"
"1513254","208741896","0.8718270442099577"
"1513254","820924435","0.013796517517685424"
"1513254","430668505","0.036690174583351005"
"1513254","404754177","0.08838333225010887"
"1513254","378839851","0.14988875219936726"
"1513254","378684172","0.04851159121521828"
"1513254","378682225","0.012726265806158345"
"1513254","377969190","0.0769267741562622"
"1513254","377014920","0.15416489426496863"
"1513254","314276996","0.03171836890525704"
"1513254","314275074","0.23230786354796615"
"1513254","314274113","0.515827271492503"
"1513254","257855724","0.15811996081711188"
"1513254","257821128","0.02487362273199068"
"1513254","255862610","0.15839725330600754"
"1513254","235776750","0.0665647916764773"
"1513254","229169873","0.016462417235489236"
"1513254","202408905","0.16908031129925055"
"1513254","200562823","4.572601789694371"
"1513254","200534955","1.511604058238817"
"1513254","199614320","1.8613477232243454"
"1513254","427341152","0.019147776075320814"
"1513254","427520861","0.41729114232440767"
"1513254","428293474","0.04667270418359448"
"1567103","1513254","0.7040421298587951"
"1567103","1449560513","0.012139420485562909"
"1567103","1453259375","0.06620409995017147"
"1567103","1454236711","0.7347131344293502"
"1567103","1454236712","0.593364757150577"
"1567103","1454237670","22.745322355672247"
"1567103","1454237674","9.082063177970037"
"1567103","1454242476","0.02731369609251655"
"1567103","1454242477","0.26783860969240414"
"1567103","1478279009","0.014118398929303113"
"1567103","1505961603","1.0084507437639576"
"1567103","1510512869","0.1007888031043533"
"1567103","1510512871","0.018013129668421213"
"1567103","1510514794","0.01742512648865176"
"1567103","1049819198","6.068287654443303"
"1567103","1049818174","7.171154005556693"
"1567103","1049818147","0.01743777171832422"
"1567103","1049818086","0.021857279488849468"
"1567103","1049817157","1.2857100495623455"
"1567103","1049817089","1.4109673720829115"
"1567103","1049815296","0.7949107502851025"
"1567103","1049756608","0.026447497859952943"
"1567103","1049731716","0.011077221193076156"
